dataset,task_type,model,family,train_size,n_train,n_val,n_test,seed,fit_time_s,roc_auc,ks,log_loss,accuracy,rmse,mae,r2
year_prediction,regression,realmlp,deep_learning,80000,72000,8000,20000,2,39.291,,,,,8.625716,5.866717,0.365696
year_prediction,regression,ft_transformer,deep_learning,500,450,50,20000,0,2.394,,,,,1982.446487,1982.416903,-33504.018861
year_prediction,regression,ft_transformer,deep_learning,500,450,50,20000,1,2.399,,,,,1980.336718,1980.307102,-33432.743057
year_prediction,regression,ft_transformer,deep_learning,500,450,50,20000,2,2.335,,,,,1980.730676,1980.701066,-33446.046644
year_prediction,regression,ft_transformer,deep_learning,1000,900,100,20000,0,4.39,,,,,1956.456078,1956.4261,-32631.257957
year_prediction,regression,ft_transformer,deep_learning,1000,900,100,20000,1,4.405,,,,,1954.237009,1954.206997,-32557.27505
year_prediction,regression,ft_transformer,deep_learning,1000,900,100,20000,2,4.406,,,,,1953.506453,1953.47643,-32532.936959
year_prediction,regression,ft_transformer,deep_learning,2000,1800,200,20000,0,8.803,,,,,1871.770223,1871.738889,-29867.402035
year_prediction,regression,ft_transformer,deep_learning,2000,1800,200,20000,1,8.795,,,,,1864.822424,1864.790973,-29646.07732
year_prediction,regression,ft_transformer,deep_learning,2000,1800,200,20000,2,8.788,,,,,1864.21958,1864.18812,-29626.912324
year_prediction,regression,ft_transformer,deep_learning,4000,3600,400,20000,0,16.879,,,,,1640.03945,1639.999909,-22929.604823
year_prediction,regression,ft_transformer,deep_learning,4000,3600,400,20000,1,16.906,,,,,1620.43756,1620.401365,-22384.743466
year_prediction,regression,ft_transformer,deep_learning,4000,3600,400,20000,2,16.846,,,,,1619.15356,1619.117333,-22349.281557
year_prediction,regression,ft_transformer,deep_learning,8000,7200,800,20000,0,32.975,,,,,984.420609,984.36103,-8260.678967
year_prediction,regression,ft_transformer,deep_learning,8000,7200,800,20000,1,32.971,,,,,909.442401,909.377909,-7050.1072
year_prediction,regression,ft_transformer,deep_learning,8000,7200,800,20000,2,32.979,,,,,932.502153,932.439234,-7412.215183
year_prediction,regression,ft_transformer,deep_learning,16000,14400,1600,20000,0,64.951,,,,,11.184929,9.089231,-0.066531
year_prediction,regression,ft_transformer,deep_learning,16000,14400,1600,20000,1,64.954,,,,,10.845073,8.277659,-0.002702
year_prediction,regression,ft_transformer,deep_learning,16000,14400,1600,20000,2,64.929,,,,,10.87016,8.380954,-0.007346
year_prediction,regression,ft_transformer,deep_learning,32000,28800,3200,20000,0,95.582,,,,,8.939158,6.180332,0.31876
year_prediction,regression,ft_transformer,deep_learning,32000,28800,3200,20000,1,95.53,,,,,8.867968,6.220394,0.329567
year_prediction,regression,ft_transformer,deep_learning,32000,28800,3200,20000,2,123.396,,,,,8.955161,6.098352,0.316319
year_prediction,regression,ft_transformer,deep_learning,64000,57600,6400,20000,0,177.148,,,,,8.882958,6.084683,0.327299
year_prediction,regression,ft_transformer,deep_learning,64000,57600,6400,20000,1,140.686,,,,,8.81974,6.147567,0.33684
year_prediction,regression,ft_transformer,deep_learning,64000,57600,6400,20000,2,126.651,,,,,8.887565,6.237203,0.326601
year_prediction,regression,ft_transformer,deep_learning,80000,72000,8000,20000,0,176.056,,,,,8.821912,6.062394,0.336513
year_prediction,regression,ft_transformer,deep_learning,80000,72000,8000,20000,1,195.493,,,,,8.797465,6.072399,0.340185
year_prediction,regression,ft_transformer,deep_learning,80000,72000,8000,20000,2,113.17,,,,,8.891123,6.194512,0.326062
year_prediction,regression,tabpfn,foundation_model,500,450,50,20000,0,0.516,,,,,9.423468,6.444952,0.242943
year_prediction,regression,tabpfn,foundation_model,500,450,50,20000,1,0.147,,,,,9.628402,6.583614,0.209657
year_prediction,regression,tabpfn,foundation_model,500,450,50,20000,2,0.147,,,,,9.658888,6.751266,0.204645
year_prediction,regression,tabpfn,foundation_model,1000,900,100,20000,0,0.231,,,,,9.272451,6.265385,0.267013
year_prediction,regression,tabpfn,foundation_model,1000,900,100,20000,1,0.234,,,,,9.350413,6.485966,0.254636
year_prediction,regression,tabpfn,foundation_model,1000,900,100,20000,2,0.216,,,,,9.19818,6.301573,0.278709
year_prediction,regression,tabpfn,foundation_model,2000,1800,200,20000,0,0.426,,,,,9.052406,6.180784,0.30139
year_prediction,regression,tabpfn,foundation_model,2000,1800,200,20000,1,0.392,,,,,9.083962,6.296621,0.296511
year_prediction,regression,tabpfn,foundation_model,2000,1800,200,20000,2,0.473,,,,,9.003244,6.167672,0.308957
year_prediction,regression,tabpfn,foundation_model,4000,3600,400,20000,0,0.983,,,,,8.903164,6.0933,0.324235
year_prediction,regression,tabpfn,foundation_model,4000,3600,400,20000,1,0.941,,,,,8.912262,6.070064,0.322853
year_prediction,regression,tabpfn,foundation_model,4000,3600,400,20000,2,0.874,,,,,8.86898,6.060446,0.329414
year_prediction,regression,tabpfn,foundation_model,8000,7200,800,20000,0,1.343,,,,,8.811998,5.966399,0.338003
year_prediction,regression,tabpfn,foundation_model,8000,7200,800,20000,1,1.36,,,,,8.821172,5.983364,0.336624
year_prediction,regression,tabpfn,foundation_model,8000,7200,800,20000,2,1.309,,,,,8.818295,5.988643,0.337057
year_prediction,regression,tabpfn,foundation_model,16000,14400,1600,20000,0,2.651,,,,,8.744001,5.871951,0.348181
year_prediction,regression,tabpfn,foundation_model,16000,14400,1600,20000,1,2.567,,,,,8.707975,5.893418,0.353541
year_prediction,regression,tabpfn,foundation_model,16000,14400,1600,20000,2,2.82,,,,,8.750729,5.874769,0.347177
year_prediction,regression,tabpfn,foundation_model,32000,28800,3200,20000,0,5.497,,,,,8.66352,5.814256,0.360124
year_prediction,regression,tabpfn,foundation_model,32000,28800,3200,20000,1,5.441,,,,,8.645519,5.826454,0.362781
year_prediction,regression,tabpfn,foundation_model,32000,28800,3200,20000,2,5.417,,,,,8.657218,5.823145,0.361055
